strategy,period,date,issue_hour,plan_version,chosen_source,candidate_count,chosen_score,increase_kwh,decrease_kwh,adjustment_cost,decision_adjustment_cost,changed,solver
rolling_margin_mean14,validation,2025-07-01,18,3,margin,2,29102.8942190959,1912.0672841782066,0.0,1597.3087923172202,1255.083812482194,1,LP
rolling_margin_mean14,validation,2025-07-02,0,0,margin,1,46007.70316963613,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-02,6,1,margin,2,37810.14464638099,815.3456131399164,0.0,212.81572115283936,201.662115219703,1,LP
rolling_margin_mean14,validation,2025-07-02,12,2,margin,2,34656.84945491254,1165.361052369,96.91148622222317,396.2742558996148,354.6981285438434,1,LP
rolling_margin_mean14,validation,2025-07-02,18,3,margin,2,28451.40074644103,1194.4693154077781,0.0,968.1388643759899,795.1174710951485,1,LP
rolling_margin_mean14,validation,2025-07-03,0,0,margin,1,52022.336177855745,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-03,6,1,margin,2,45519.82049243658,2659.2768268476534,270.5035674444439,1094.0933002039285,945.3456549714319,1,LP
rolling_margin_mean14,validation,2025-07-03,12,2,margin,2,38127.972901862915,0.0,2633.77415254034,1020.966210756554,874.4548566178089,1,LP
rolling_margin_mean14,validation,2025-07-03,18,3,margin,2,28806.29028661122,1096.9431937516595,0.0,879.0485575714467,740.787728757326,1,LP
rolling_margin_mean14,validation,2025-07-04,0,0,margin,1,22208.296662348715,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-07-04,6,1,margin,2,16020.78574791895,1267.642109915554,2.3021584638627246e-12,429.18777941053133,535.3993206710697,1,MILP
rolling_margin_mean14,validation,2025-07-04,12,2,margin,2,22060.415346356716,0.0,940.9408350411054,326.52504437089885,407.0021707831821,1,LP
rolling_margin_mean14,validation,2025-07-04,18,3,margin,2,19465.682910506624,388.7969403699992,0.0,239.42115587984551,251.2822396821332,1,LP
rolling_margin_mean14,validation,2025-07-05,0,0,margin,1,23293.931141990375,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-07-05,6,1,margin,2,15365.683899127784,176.20877639341592,143.91459253497925,128.64351762248737,146.3117713191756,1,MILP
rolling_margin_mean14,validation,2025-07-05,12,2,margin,2,22180.258146154112,126.01493109053467,2.2737367544323206e-13,45.60417207472927,55.491195562720165,1,LP
rolling_margin_mean14,validation,2025-07-05,18,3,margin,2,20221.041948827893,760.0536184311123,0.0,476.21129509021875,501.6364271876069,1,LP
rolling_margin_mean14,validation,2025-07-06,0,0,margin,1,52130.103878970614,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-06,6,1,margin,2,48519.044884434465,6249.03626038754,109.44472355555627,2155.6081375298536,1909.1024351286273,1,LP
rolling_margin_mean14,validation,2025-07-06,12,2,margin,2,42092.52278949226,195.38204325370384,289.8937002222224,154.8156930224941,132.7827188572915,1,LP
rolling_margin_mean14,validation,2025-07-06,18,3,margin,2,29102.022863977225,0.0,79.92805666666573,55.45478358613813,51.456159132963634,1,LP
rolling_margin_mean14,validation,2025-07-07,0,0,margin,1,53046.31871935953,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-07,6,1,margin,2,41815.37394417248,2.8957256666666353,5969.972860117963,2187.204386996982,1991.4867087886564,1,LP
rolling_margin_mean14,validation,2025-07-07,12,2,margin,2,40654.24810389947,4369.833262621399,63.534802666666565,1751.6392669541683,1590.0320240024153,1,LP
rolling_margin_mean14,validation,2025-07-07,18,3,margin,2,29384.401227251277,0.0,49.93864233333386,34.45981044006142,32.222884232680876,1,LP
rolling_margin_mean14,validation,2025-07-08,0,0,margin,1,58231.85867385555,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-08,6,1,margin,2,46895.43188230328,187.65711733333262,7205.641768854549,2526.5114761828636,2358.675378226978,1,LP
rolling_margin_mean14,validation,2025-07-08,12,2,margin,2,41657.11780858458,1928.2195183367385,15.495221111110823,776.2442527019482,691.8865527948872,1,LP
rolling_margin_mean14,validation,2025-07-08,18,3,margin,2,30786.896692349874,0.0,37.52476566666678,26.052145656805706,24.64662611741837,1,LP
rolling_margin_mean14,validation,2025-07-09,0,0,margin,1,58590.40485778865,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-09,6,1,margin,2,47226.45570568274,0.0,4889.926059020617,1790.529640676501,1666.3165871376768,1,LP
rolling_margin_mean14,validation,2025-07-09,12,2,margin,2,41858.471850532966,470.727994666672,2728.9170173798607,1063.6858946425234,995.5429298438473,1,LP
rolling_margin_mean14,validation,2025-07-09,18,3,margin,2,30789.28360203719,0.0,36.66094233333615,26.05798639237996,23.93135460345598,1,LP
rolling_margin_mean14,validation,2025-07-10,0,0,margin,1,55147.80531141977,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-10,6,1,margin,2,45957.22779051814,826.1142919999995,2061.2575780836755,1103.9344497035513,1001.4961713420911,1,LP
rolling_margin_mean14,validation,2025-07-10,12,2,margin,2,41085.43361066499,0.0,541.3526095596749,321.7088969954269,289.92116644564123,1,LP
rolling_margin_mean14,validation,2025-07-10,18,3,margin,2,31198.22918090286,5.947962992220937,0.0,3.9485903786006067,3.798833016883701,1,LP
rolling_margin_mean14,validation,2025-07-11,0,0,margin,1,29380.4417139034,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-07-11,6,1,margin,2,20070.534330171486,2.89340022222342,767.7391470000033,253.354128256113,345.0166473484824,1,MILP
rolling_margin_mean14,validation,2025-07-11,12,2,margin,2,24365.17176330086,2.753701605183931e-13,757.0497033333338,280.98286940369525,361.29809139584876,1,MILP
rolling_margin_mean14,validation,2025-07-11,18,3,margin,2,22204.32014366646,23.877941999999962,3.410605131648481e-13,14.412949530033568,15.432644230993091,1,LP
rolling_margin_mean14,validation,2025-07-12,0,0,margin,1,28457.894921550975,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-07-12,6,1,margin,2,20352.423203805647,596.0053562222239,1.1368683772161603e-13,224.4471003914403,281.6146812313261,1,MILP
rolling_margin_mean14,validation,2025-07-12,12,2,margin,2,26697.247212285984,331.631801356666,2.2737367544323206e-13,103.52911572053175,132.88018311242502,1,LP
rolling_margin_mean14,validation,2025-07-12,18,3,margin,2,22440.399386019424,0.0,59.51485266666589,36.152305668099515,39.46320878390819,1,LP
rolling_margin_mean14,validation,2025-07-13,0,0,margin,1,60913.078055857826,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-13,6,1,margin,2,47494.24333924357,2.3586006666668027,9146.334733440322,3407.0988397656565,3275.4387313041743,1,LP
rolling_margin_mean14,validation,2025-07-13,12,2,margin,2,40219.674928390945,0.0033888888885940105,2178.403753534979,680.660376263243,716.032674656894,1,LP
rolling_margin_mean14,validation,2025-07-13,18,3,margin,2,31938.131651248957,72.0888687633319,0.0,54.5198911707742,51.84448707887087,1,LP
rolling_margin_mean14,validation,2025-07-14,0,0,margin,1,56805.698772868505,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-14,6,1,margin,2,45244.673077395964,9.490553999999634,4848.096993200266,1355.1167260431669,1257.413766440448,1,LP
rolling_margin_mean14,validation,2025-07-14,12,2,margin,2,41589.92942620312,644.6376473598533,154.23139475583457,388.70765589374605,365.7131102834577,1,LP
rolling_margin_mean14,validation,2025-07-14,18,3,margin,2,32304.48309913063,26.837989697778994,0.0,22.15153866987792,21.002448456080746,1,LP
rolling_margin_mean14,validation,2025-07-15,0,0,margin,1,61856.97438363085,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-15,6,1,margin,2,48909.49451479964,116.82778044444717,7785.307096342422,2716.345669188992,2380.5510028064796,1,LP
rolling_margin_mean14,validation,2025-07-15,12,2,margin,2,43596.92259380576,0.10511999999994259,481.07653911796115,237.45937446985545,218.2173809690048,1,LP
rolling_margin_mean14,validation,2025-07-15,18,3,margin,2,33555.96539953455,13.924579999997832,0.0,9.912061242831612,9.455242638557891,1,LP
rolling_margin_mean14,validation,2025-07-16,0,0,margin,1,60747.46029500922,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-16,6,1,margin,2,47658.36672990296,0.5914473333334627,5454.251689487595,2138.3504468049923,1900.7439583866583,1,LP
rolling_margin_mean14,validation,2025-07-16,12,2,margin,2,44656.07794880643,1220.015168350536,18.688924894372462,510.8184807057736,451.30326422361605,1,LP
rolling_margin_mean14,validation,2025-07-16,18,3,margin,2,33371.43555897117,0.0,37.538182333333566,26.703334955977887,24.879333450804847,1,LP
rolling_margin_mean14,validation,2025-07-17,0,0,margin,1,59039.92371369704,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-17,6,1,margin,2,50151.597410604634,1990.1442733936915,914.9040744277083,1124.9172472337443,1060.8109313117486,1,LP
rolling_margin_mean14,validation,2025-07-17,12,2,margin,2,45441.79659705086,141.4017635000016,2536.5621630233163,801.847653638815,735.9008070717202,1,LP
rolling_margin_mean14,validation,2025-07-17,18,3,keep_previous,2,33594.87859369233,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-18,0,0,margin,1,32994.81663254954,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-07-18,6,1,margin,2,23284.835886988618,10.870704222221491,2224.9282888888893,659.5532486152276,865.4828517585499,1,MILP
rolling_margin_mean14,validation,2025-07-18,12,2,margin,2,27594.449005372917,0.0,1146.9323416666646,369.7607070305598,478.10455269079216,1,LP
rolling_margin_mean14,validation,2025-07-18,18,3,margin,2,23898.14716188123,51.99421388888811,0.0,31.192174641705066,34.50836932304668,1,LP
rolling_margin_mean14,validation,2025-07-19,0,0,margin,1,33305.51324803684,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-07-19,6,1,margin,2,22787.743871368737,39.946547999999666,3493.825080366255,1110.1061841723963,1460.768546847327,1,MILP
rolling_margin_mean14,validation,2025-07-19,12,2,margin,2,28385.571211635055,711.6433297277792,1.1368683772161603e-13,249.4303718480746,327.12699806232206,1,LP
rolling_margin_mean14,validation,2025-07-19,18,3,margin,2,23852.10737165519,0.17960836716622453,9.065837666666653,5.699532512426712,6.042514442278306,1,LP
rolling_margin_mean14,validation,2025-07-20,0,0,margin,1,62089.200082174204,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-20,6,1,margin,2,50692.74790882138,192.0921122222221,2961.19645284363,1157.8011326410076,1054.584241751385,1,LP
rolling_margin_mean14,validation,2025-07-20,12,2,margin,2,45397.20101843447,241.04569842222384,4277.242609153629,1255.6985830290557,1210.1866024388303,1,LP
rolling_margin_mean14,validation,2025-07-20,18,3,margin,2,33404.82707401994,1.7742006255551814,2.9574022000012974,3.2297703004180836,3.113554477856024,1,LP
rolling_margin_mean14,validation,2025-07-21,0,0,margin,1,63035.727742821306,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-21,6,1,margin,2,50192.90045320073,33.4851730000006,6099.364619236581,2330.3259481926098,2060.4876709193304,1,LP
rolling_margin_mean14,validation,2025-07-21,12,2,margin,2,47181.31248803779,2223.198065676269,1302.0921036021875,1349.9202087989108,1170.6308676093715,1,LP
rolling_margin_mean14,validation,2025-07-21,18,3,margin,2,33473.671646547744,3.0526579999990417,4.893687666666779,5.428180375721638,5.298131080207761,1,LP
rolling_margin_mean14,validation,2025-07-22,0,0,margin,1,63030.694342727584,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-22,6,1,margin,2,59497.15413980237,7792.797576964045,0.0,2871.2667278219487,2588.2627194585684,1,LP
rolling_margin_mean14,validation,2025-07-22,12,2,margin,2,50018.88707993095,0.0,9685.730970995595,3517.5754098050065,3133.8283459577274,1,MILP
rolling_margin_mean14,validation,2025-07-22,18,3,margin,2,34360.692245620085,32.66197033333253,0.0,22.81209852724937,22.138893212892228,1,LP
rolling_margin_mean14,validation,2025-07-23,0,0,margin,1,69858.11039465434,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-23,6,1,margin,2,54392.7132162617,18.607923000000255,12159.289981714533,4595.158896491481,4187.732489199341,1,LP
rolling_margin_mean14,validation,2025-07-23,12,2,margin,2,46577.34231881686,433.00511344444556,1193.722060854594,505.0711848408412,484.42772182024885,1,LP
rolling_margin_mean14,validation,2025-07-23,18,3,margin,2,34186.3556458834,0.0,14.970321333333231,10.32834532838878,9.927562168218143,1,LP
rolling_margin_mean14,validation,2025-07-24,0,0,margin,1,69672.5595904919,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-24,6,1,margin,2,55366.38628531201,5.873349333334318,8590.520387854142,3311.0707214825525,2937.4484680499672,1,LP
rolling_margin_mean14,validation,2025-07-24,12,2,margin,2,49316.84398316896,0.0,3147.074701422502,1015.2367915944662,886.8362861522126,1,LP
rolling_margin_mean14,validation,2025-07-24,18,3,margin,2,34283.845990690344,51.92231199999969,0.0,37.37416404918311,36.289573010845416,1,LP
rolling_margin_mean14,validation,2025-07-25,0,0,margin,1,32616.48556022526,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-07-25,6,1,margin,2,23668.046649534088,111.45521655555797,431.80422774348483,185.7062636262973,240.59631536750493,1,MILP
rolling_margin_mean14,validation,2025-07-25,12,2,margin,2,28452.730454009947,0.0,385.6635532565175,125.72250457727752,168.85364411599608,1,LP
rolling_margin_mean14,validation,2025-07-25,18,3,margin,2,24485.815682214983,1.6375386666677514,14.52169200000003,9.865324405367387,10.765166527672228,1,LP
rolling_margin_mean14,validation,2025-07-26,0,0,margin,1,32471.888651140252,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-07-26,6,1,margin,2,24157.503629925508,405.4035243333351,516.2080957475985,310.3608963374586,402.14363837385537,1,MILP
rolling_margin_mean14,validation,2025-07-26,12,2,margin,2,28345.898670374118,0.0,219.63416277091954,75.90817596257716,101.01914770714066,1,LP
rolling_margin_mean14,validation,2025-07-26,18,3,margin,2,24474.49466796784,15.319171666666534,0.0,9.267129199016587,10.135442490627295,1,LP
rolling_margin_mean14,validation,2025-07-27,0,0,margin,1,63125.16052679202,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-27,6,1,margin,2,52203.688256832495,1122.732526150895,3480.62675877222,1759.043832885183,1616.7889707416894,1,LP
rolling_margin_mean14,validation,2025-07-27,12,2,margin,2,46229.13335157509,477.966537707818,2361.653598648837,828.9319956078089,743.6987137200742,1,LP
rolling_margin_mean14,validation,2025-07-27,18,3,keep_previous,2,33993.65177332879,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-28,0,0,margin,1,65611.38722928466,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-28,6,1,margin,2,55798.02897938543,1308.7354586666672,1279.3160871316902,1242.7966535454102,1107.1332616754444,1,LP
rolling_margin_mean14,validation,2025-07-28,12,2,margin,2,48381.14961614893,0.0,3101.6751594348457,1280.177210610982,1081.1435132981837,1,LP
rolling_margin_mean14,validation,2025-07-28,18,3,margin,2,34127.78872861805,29.667845333332366,0.0,20.575645671388145,20.226261128952427,1,LP
rolling_margin_mean14,validation,2025-07-29,0,0,margin,1,65749.59706995051,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-29,6,1,margin,2,57454.945124787046,3595.77535427446,134.94814799999995,1318.707987295284,1166.564946594963,1,LP
rolling_margin_mean14,validation,2025-07-29,12,2,margin,2,50508.29540772682,353.97282934443876,4277.852505,1404.0149157391254,1192.2181946602088,1,LP
rolling_margin_mean14,validation,2025-07-29,18,3,margin,2,34858.518165707304,0.0,37.18490466666606,25.538046979649366,24.73983799717206,1,LP
rolling_margin_mean14,validation,2025-07-30,0,0,margin,1,60597.83599669885,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-30,6,1,margin,2,56697.34257086046,7661.2339409533615,0.0,2842.0165247257805,2577.3504645589096,1,LP
rolling_margin_mean14,validation,2025-07-30,12,2,margin,2,49043.5473406245,432.84164400823363,3222.9485816666656,1004.8137178994699,925.7803055321192,1,MILP
rolling_margin_mean14,validation,2025-07-30,18,3,margin,2,34713.02908829262,0.0,35.841901999999095,26.11210905441595,24.011874139569542,1,LP
rolling_margin_mean14,validation,2025-07-31,0,0,margin,1,63292.64897275789,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-31,6,1,margin,2,53411.456240967345,1807.2288830723687,52.579894000000195,697.9203417671656,628.9367132942,1,LP
rolling_margin_mean14,validation,2025-07-31,12,2,margin,2,48791.80178262167,702.6289557846768,2887.928489185182,1137.4889324883907,983.2976570265369,1,LP
rolling_margin_mean14,validation,2025-07-31,18,3,margin,2,34398.02479521469,7.647569666668346,0.0,5.312272498234485,5.0806954178816754,1,LP
rolling_margin_mean14,validation,2025-08-01,0,0,margin,1,33507.594498115475,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-08-01,6,1,margin,2,23563.91210596482,5.684341886080802e-14,1683.7129424444388,543.0207713220803,734.5023425957879,1,MILP
rolling_margin_mean14,validation,2025-08-01,12,2,margin,2,28019.528500541102,0.0,258.76682084225075,99.63138176370516,128.05403616547102,1,LP
rolling_margin_mean14,validation,2025-08-01,18,3,margin,2,24531.47721942062,12.994780999998852,0.0,8.208049155065916,8.895263853002765,1,LP
rolling_margin_mean14,validation,2025-08-02,0,0,margin,1,34269.3400177605,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-02,6,1,margin,2,24863.15401343811,2.2737367544323206e-13,2189.1640139999954,650.2065646443034,884.6214430051788,1,MILP
rolling_margin_mean14,validation,2025-08-02,12,2,margin,2,28491.154274104993,136.01252629000015,0.6499771111109567,49.05120538566396,66.12695381664474,1,LP
rolling_margin_mean14,validation,2025-08-02,18,3,margin,2,24458.947116052103,0.0,9.464864966665004,5.9048319404468455,6.456146010036816,1,LP
rolling_margin_mean14,validation,2025-08-03,0,0,margin,1,55291.980367481025,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-03,6,1,margin,2,46154.409983438316,1574.9265854295968,1039.901344547329,800.3249095075432,826.1522685695641,1,LP
rolling_margin_mean14,validation,2025-08-03,12,2,margin,2,43076.78053654461,7.318590178329032e-13,3997.7811964117664,1201.88282125583,1256.5040503575342,1,MILP
rolling_margin_mean14,validation,2025-08-03,18,3,margin,2,33767.971898107564,25.17513399999939,0.0,17.568190655266157,17.140457204745935,1,LP
rolling_margin_mean14,validation,2025-08-04,0,0,margin,1,58095.70169477211,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-04,6,1,margin,2,48841.998330464856,2041.7126862921887,0.0,473.0381536150579,476.0160109959519,1,LP
rolling_margin_mean14,validation,2025-08-04,12,2,margin,2,45418.17959091544,0.0,5586.160193382715,1939.3578804343754,1833.2937906326329,1,LP
rolling_margin_mean14,validation,2025-08-04,18,3,margin,2,33599.65181516688,23.043943666666223,0.0,15.599229747699596,15.481383913634122,1,LP
rolling_margin_mean14,validation,2025-08-05,0,0,margin,1,58689.354490686965,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-05,6,1,margin,2,49779.430207469995,3424.508193822995,0.0,894.4314832109355,874.7176040577298,1,LP
rolling_margin_mean14,validation,2025-08-05,12,2,margin,2,46113.91739727177,0.0,3725.8622256893054,1042.3178636503867,1066.765053734009,1,LP
rolling_margin_mean14,validation,2025-08-05,18,3,margin,2,34281.673041523754,20.42564533333325,0.0,13.88771970693327,13.596452518625336,1,LP
rolling_margin_mean14,validation,2025-08-06,0,0,margin,1,63952.23810718528,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-06,6,1,margin,2,50834.34406796233,0.0,4537.702233349784,2117.00764618663,1852.8633163056456,1,LP
rolling_margin_mean14,validation,2025-08-06,12,2,margin,2,48021.74144008046,589.3194043333328,2945.1823469615974,1072.5290880295747,983.9825045518178,1,MILP
rolling_margin_mean14,validation,2025-08-06,18,3,margin,2,33981.51901140409,3.227605333333031,0.0,2.31357168091088,2.2021739098251567,1,LP
rolling_margin_mean14,validation,2025-08-07,0,0,margin,1,63167.36306692821,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-07,6,1,margin,2,50401.257027823835,826.2733084299953,8703.397409275722,2771.158407048134,2737.5601649259193,1,LP
rolling_margin_mean14,validation,2025-08-07,12,2,margin,2,45837.8505325002,82.51975957666627,3337.3857755596705,905.5088687964378,902.6058629532187,1,MILP
rolling_margin_mean14,validation,2025-08-07,18,3,margin,2,33870.18314788292,0.0,26.014617895555944,18.129885977265886,17.960284891584166,1,LP
rolling_margin_mean14,validation,2025-08-08,0,0,margin,1,32079.57793244315,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-08-08,6,1,margin,2,23918.89115285,83.30714266666604,263.7806262222269,118.78417817820113,157.5989943051516,1,MILP
rolling_margin_mean14,validation,2025-08-08,12,2,margin,2,27602.74845890881,0.0,213.04850422221966,84.82503167099959,106.58678234160199,1,LP
rolling_margin_mean14,validation,2025-08-08,18,3,margin,2,24194.315255175323,0.0,20.028853999999,12.524990656143803,13.575692774900894,1,LP
rolling_margin_mean14,validation,2025-08-09,0,0,margin,1,32159.110591403132,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-08-09,6,1,margin,2,23516.10249448408,5.684341886080802e-14,534.1144236666674,191.32985410074906,250.03785299667396,1,MILP
rolling_margin_mean14,validation,2025-08-09,12,2,margin,2,27966.208171413073,241.1598711577741,6.821210263296962e-13,82.12873808717444,110.34526749108852,1,LP
rolling_margin_mean14,validation,2025-08-09,18,3,margin,2,24231.91277812692,0.0,16.46676915777664,10.428173679830929,11.366533915185624,1,LP
rolling_margin_mean14,validation,2025-08-10,0,0,margin,1,58427.174264938985,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-10,6,1,margin,2,46805.96313108683,0.0,5055.570907041145,1590.1705766905866,1490.341677860643,1,LP
rolling_margin_mean14,validation,2025-08-10,12,2,margin,2,44130.86156590899,71.28335399999969,2961.0352698326506,872.802956969711,732.1627519296055,1,LP
rolling_margin_mean14,validation,2025-08-10,18,3,margin,2,33567.30960566658,0.0,24.69823999999994,17.143733445277768,16.67228407341269,1,LP
rolling_margin_mean14,validation,2025-08-11,0,0,margin,1,56081.00946111172,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-11,6,1,margin,2,46545.097668112176,1248.6343854746153,64.18953971879546,569.0622271025203,522.5254795750627,1,LP
rolling_margin_mean14,validation,2025-08-11,12,2,margin,2,44326.325319478245,18.42530835666571,2559.1149212084993,560.0459686710525,517.7174530230355,1,LP
rolling_margin_mean14,validation,2025-08-11,18,3,margin,2,33170.4347080568,1.4424576644444187,0.0,0.9626241223669828,0.9574003649678875,1,LP
rolling_margin_mean14,validation,2025-08-12,0,0,margin,1,59048.68984095953,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-12,6,1,margin,2,48925.05892859992,1176.9483498244165,3258.078187954735,1540.149332487761,1341.432597358287,1,LP
rolling_margin_mean14,validation,2025-08-12,12,2,margin,2,45240.67849227399,0.0,3580.4312665939674,1043.1869661260089,900.6514128830447,1,MILP
rolling_margin_mean14,validation,2025-08-12,18,3,margin,2,33008.3851116255,0.0,22.422929333333627,15.788092682561228,15.11189043255091,1,LP
rolling_margin_mean14,validation,2025-08-13,0,0,margin,1,54108.728044450836,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-13,6,1,margin,2,44279.224467750886,1061.601990471735,180.46088544444228,367.4263714477359,307.98800571767276,1,LP
rolling_margin_mean14,validation,2025-08-13,12,2,margin,2,42511.406562502954,573.5169982374623,2403.014486888889,754.6952760253769,666.0367711837755,1,MILP
rolling_margin_mean14,validation,2025-08-13,18,3,margin,2,32744.887704189536,9.465825666665523,0.0,6.492582959843668,6.331868741858756,1,LP
rolling_margin_mean14,validation,2025-08-14,0,0,margin,1,55573.60626431459,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-14,6,1,margin,2,47234.61132677487,3864.0377602455565,51.21960833333412,1022.8500008601386,906.9051327919931,1,LP
rolling_margin_mean14,validation,2025-08-14,12,2,margin,2,43033.29631259701,0.0,3940.5209823991772,1200.5058661421895,1008.9576106076698,1,MILP
rolling_margin_mean14,validation,2025-08-14,18,3,margin,2,32539.095391366063,2.8486044444437084,0.30679777777777417,2.3504298415549534,2.298189921352589,1,LP
rolling_margin_mean14,validation,2025-08-15,0,0,margin,1,30607.800355992542,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-08-15,6,1,margin,2,21561.299265001042,1.1368683772161603e-13,1256.3106901111105,444.68570563349465,570.0196805016163,1,MILP
rolling_margin_mean14,validation,2025-08-15,12,2,margin,2,25970.586165845354,0.0,323.11070488888674,119.37657958302665,152.58654640803638,1,LP
rolling_margin_mean14,validation,2025-08-15,18,3,margin,2,22900.275036572388,2.2226649999984147,0.0,1.422042163776749,1.536303908236987,1,LP
rolling_margin_mean14,validation,2025-08-16,0,0,margin,1,31796.062487398038,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-08-16,6,1,margin,2,21641.813889923047,0.0,3445.0607470000014,1121.3437329289175,1460.893555850711,1,MILP
rolling_margin_mean14,validation,2025-08-16,12,2,margin,2,26189.51201559516,134.15511328444524,1.1368683772161603e-13,51.01771645488239,62.45331182176909,1,LP
rolling_margin_mean14,validation,2025-08-16,18,3,margin,2,23035.972740480953,0.0,7.321765333334383,4.734175161156181,4.987054052224488,1,LP
rolling_margin_mean14,validation,2025-08-17,0,0,margin,1,55137.26782437091,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-17,6,1,margin,2,43799.80425360175,59.66367319333119,3682.61565423183,975.461090725136,900.8151852834403,1,LP
rolling_margin_mean14,validation,2025-08-17,12,2,margin,2,42592.169464398685,682.1641937688912,2996.6240859300415,1046.3062991231564,893.1875017386551,1,MILP
rolling_margin_mean14,validation,2025-08-17,18,3,margin,2,32322.266869930245,0.0,17.781983517778713,13.079164233920533,12.410146851886005,1,LP
rolling_margin_mean14,validation,2025-08-18,0,0,margin,1,54525.50727243248,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-18,6,1,margin,2,43959.69820527115,0.0,246.90122504526335,152.6623696565225,138.0800209179736,1,LP
rolling_margin_mean14,validation,2025-08-18,12,2,margin,2,42119.70120416891,5.933031843596837e-13,2635.174439268863,811.4000374674655,716.0723719441445,1,MILP
rolling_margin_mean14,validation,2025-08-18,18,3,margin,2,32119.063091578562,0.0,9.25646199999926,6.57538783286614,6.393918941672499,1,LP
rolling_margin_mean14,validation,2025-08-19,0,0,margin,1,53096.72976960248,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-08-19,6,1,margin,2,41944.990891822374,0.0,3749.815328657076,1329.8064921791474,1170.726581418569,1,LP
rolling_margin_mean14,validation,2025-08-19,12,2,margin,2,41823.687990991704,1635.1574061604947,1571.765768240051,1068.7713020485073,931.3182831367415,1,MILP
rolling_margin_mean14,validation,2025-08-19,18,3,margin,2,31998.652991612507,6.97313866666741,0.0,4.610198116144961,4.649286883078277,1,LP
